track_id,track_name,duration_ms,popularity,release_date,release_date_precision,isrc,1,2,3,4,5,6,7,8
2rHfLANXNn5ppnW0jqv8h2,Hellfire,183412,18,2015-12-07,day,ITD131501259,Art Of Fighters,Predator,NA,NA,NA,NA,NA,NA
39HcGEjy7kUlsKC9smxzZC,My drug: the competition,205090,9,2015-12-07,day,ITD131401164,Art Of Fighters,Alien T,NA,NA,NA,NA,NA,NA
2ObsxNo4B6oEznNzQ3YUyO,Guardians of unlost,196077,11,2015-12-07,day,ITD131501352,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2uFAhZqMoSsweOPgEoTKDJ,Devil's mind #TiH,222052,11,2015-12-07,day,NLQS91500111,Nosferatu,Art Of Fighters,NA,NA,NA,NA,NA,NA
2WpPRwHKxsx4iTTDkEXbxT,Creatures of the night,200573,8,2015-12-07,day,ITD131501489,Art Of Fighters,Synthax,Xcite,NA,NA,NA,NA,NA
3gqWjKkKSWnT5DXwwZD5Jd,Words of war - Edit,195184,10,2015-12-07,day,ITD131501262,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3lUkFSXam59pDasFSqkzDK,Fuck you!,222967,11,2015-12-07,day,ITD131401144,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2m9YEg2u9VCxgimOzg67pd,Keep on rocking #TiH,176000,8,2015-12-07,day,ITD131401163,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1EXOqjDCb22WaHnOD9bkHK,Apocalypse,222727,7,2015-12-07,day,ITD131401084,Dj Mad Dog,Art Of Fighters,NA,NA,NA,NA,NA,NA
3OeyBpJATKpRJanuHrjhD1,Restart the party #TiH,169995,11,2015-12-07,day,ITD131501449,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
3FSOWrtQzekA86Tyfn3jON,Electrogod,242715,8,2015-12-07,day,ITD131401073,Meccano Twins,Art Of Fighters,NA,NA,NA,NA,NA,NA
3SPXxAbcHz8SiZwlCekfO0,Badass,197374,7,2015-12-07,day,ITD131401076,Art Of Fighters,Dj Mad Dog,NA,NA,NA,NA,NA,NA
699cUcJJ5j8MHOkPV5LQcn,Tears of blood #TiH,209079,6,2015-12-07,day,ITD131501490,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5eccasSOITVC3L6En0fovQ,God is a gangster,296470,8,2015-12-07,day,NLQS91400025,Endymion,Art Of Fighters,NA,NA,NA,NA,NA,NA
7fa6RZGzuZizOypOaoRfgJ,Toxic hotel,181028,6,2015-12-07,day,ITD131501491,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2jpuixaW5SoEjMDCYqFr4E,Breath fire,267731,8,2015-12-07,day,ITD131501492,Art Of Fighters,Noize Suppressor,NA,NA,NA,NA,NA,NA
0JcHu6zRFqhEHt1qchQyZS,Nirvana of noise (Official Dominator Anthem 2011),168685,32,2015-12-07,day,ITD131501493,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5JH17RHhOUhO55JzAQfU3z,Resurrection,230806,8,2015-12-07,day,ITD131501451,Art Of Fighters,Mello Bondz,NA,NA,NA,NA,NA,NA
7ldhsAlWDlXaV1W3uzPORB,Hardcore domination,168492,8,2015-12-07,day,ITD131501421,The Melodyst,Art Of Fighters,NA,NA,NA,NA,NA,NA
19PVNbX65Hah2UDB71L14F,Hear me coming - Edit,188998,8,2015-12-07,day,ITD131501271,Art Of Fighters,Meccano Twins,NA,NA,NA,NA,NA,NA
5r5b5vgSbobmUSAELrrUcj,Oh my sun,220293,22,2015-12-07,day,ITD131100827,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3ovDTXs2S44pjWRZLyRRQ4,Goodbye (See you next time),157504,23,2015-12-07,day,ITD131401165,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3BYcCI1ilOpphw8mrbX3Rn,Redemption,213520,7,2015-12-07,day,ITD131501486,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0Guda8tiDrnEFupXI23aWC,Symphony of the dead,233374,8,2015-12-07,day,ITD131501494,Art Of Fighters,Nikkita,NA,NA,NA,NA,NA,NA
0rYMWN7lzBGS5kGFseAuer,Earthquake,258865,10,2015-12-07,day,ITD131501428,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1dWNBZnJV0MRzYcXV0y2fz,Follow me,224422,6,2015-12-07,day,ITD131501495,Art Of Fighters,Tommyknocker,NA,NA,NA,NA,NA,NA
3XrrHrhrURcjYGVAowZpeM,Do or die,225166,8,2015-12-07,day,ITD131501427,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5mJu61JAOQ103RcHKkGy5Z,Premonition,217750,6,2015-12-07,day,ITD131501496,Art Of Fighters,MC Justice,NA,NA,NA,NA,NA,NA
0tCyyf45Jo8KmRRNTqXOPL,Freaks,218844,7,2015-12-07,day,ITD131501497,Art Of Fighters,Endymion,NA,NA,NA,NA,NA,NA
3VwK5IIP5CDP4DF6EqeNtQ,God's fury,215230,6,2015-12-07,day,ITD131501450,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0TH3OkcgZ6zMm9PlnReCVD,United by hardness,202971,8,2015-12-07,day,ITD131501445,The Stunned Guys,Art Of Fighters,NA,NA,NA,NA,NA,NA
57eJaEqo5tLS4tKnkgUBxJ,Let's get it on,251784,8,2015-12-07,day,ITD131501429,Art Of Fighters,Endymion,NA,NA,NA,NA,NA,NA
5AnsJnKypyvEjX2EXQcEJj,Rock on,196626,7,2015-12-07,day,ITD131501498,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7q6IDdQkJUij1F24uB9CtW,Party starter,248471,7,2015-12-07,day,ITD131501499,Art Of Fighters,Dj Mad Dog,NA,NA,NA,NA,NA,NA
1mf99qBeRyX7GLV39fiOFd,Eternal,217543,7,2015-12-07,day,ITD131501441,The Stunned Guys,Art Of Fighters,NA,NA,NA,NA,NA,NA
2LPyqOd2Py8RNczYbfDDvx,Revenge,245925,8,2015-12-07,day,ITD131501500,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
12NDqZFJrGu6SIPnCUwwV8,Release 4.0,210658,5,2015-12-07,day,ITD131501501,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
13IIGfSgUzeAKCyuoXJJh1,I'm your enemy,224444,5,2015-12-07,day,ITD131501502,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0en6xeJ54jD9bfd2ZgcjvP,Shotgun - AoF reloaded,239381,4,2015-12-07,day,ITD131501444,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
4uScZaK6ylXFB4LsYHTf64,I became hardcore,191469,6,2015-12-07,day,ITD131501503,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
7aPmr4o6TP0930wBrOlZTa,Hardcore makes the world move,221829,5,2015-12-07,day,ITD131501386,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4rqCKOKPITFztMXPF87aAX,Artwork,189086,11,2015-12-07,day,ITD131501406,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
468jwt1VFPB1NL36EoQyfY,The beat can’t change,211256,17,2015-12-07,day,ITD131501410,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
48x9649EJECQEyqmFj53QQ,Finalino,169729,6,2015-12-07,day,ITD130700713,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4FJe6nMg7FWYtEvHtyrTe0,Keeping my means the meanest,198666,18,2022-11-04,day,ITJAZ2200001,Art Of Fighters,Unexist,NA,NA,NA,NA,NA,NA
7fyrFDUHiWIo8IUuZYO0tk,Shrapnel,130286,11,2019-07-25,day,ITD131900053,Predator,Art Of Fighters,Rob Gee,NA,NA,NA,NA,NA
3rFhPbzumiE1hyQTSxscri,Last Resistance,148500,5,2019-06-06,day,ITD131900041,Art Of Fighters,Nikkita,NA,NA,NA,NA,NA,NA
5tQajyuCo6fKH5yX3sDMxl,The dark universe - Points Of Authority Remix,134412,29,2019-05-15,day,ITD131900034,Meccano Twins,Art Of Fighters,Points Of Authority,NA,NA,NA,NA,NA
1dHWc12DGlakN9zBaIgOYB,Vulcano Action - Reevoid Remix,174606,9,2019-05-09,day,ITD131900032,Art Of Fighters,Reevoid,NA,NA,NA,NA,NA,NA
5iO23TO1zG3CpWvS932cKQ,Mass control,164478,8,2019-03-15,day,ITD131900021,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3J2NUOJsjoQPaLYPA8tD48,A New Today - ANDY SVGE Remix,223815,7,2018-08-03,day,NLHY51800673,Endymion,Art Of Fighters,Lilly Julian,ANDY SVGE,NA,NA,NA,NA
0JjrmTqIyJQeCYNlJA19fp,Evoke,157454,7,2017-10-18,day,ITD131700231,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4gSjkvqngPk7pqktaHnjd5,Into the future - Edit,192124,6,2017-06-29,day,ITD131700159,Art Of Fighters,DP,NA,NA,NA,NA,NA,NA
1vz2Yhfoy9KvbktJoEKSh1,Into the future - Myosuke remix - Edit,192121,1,2017-06-29,day,ITD131700160,Art Of Fighters,DP,DJ Myosuke,NA,NA,NA,NA,NA
2U6W2h3zjGIzQ4JP5Jcm3e,Revenge - 6th remix - Edit,168554,5,2017-06-29,day,ITD131700161,Art Of Fighters,Nico & Tetta,6th,NA,NA,NA,NA,NA
38t985BskPl2N4CFJ9byXm,God's fury - Roughsketch remix - Edit,172900,3,2017-06-29,day,ITD131700162,Art Of Fighters,RoughSketch,NA,NA,NA,NA,NA,NA
2ebKUMcvaIVSQk7UWirJJ7,Your Poison,239239,10,2017-02-09,day,ITD131700025,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
28iq5lJxazuLUlUu5gHT1a,Your Poison - Wicked Minds remix,303577,0,2017-02-09,day,ITD131700026,Art Of Fighters,Wicked Minds,NA,NA,NA,NA,NA,NA
4VARcFM1sm0JbZ2qWhUJ19,Your Poison - Edit,160775,4,2017-02-09,day,ITD131700027,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5BhNwLBYrRVqu1lLat01d0,Your Poison - Wicked Minds remix - Edit,241650,2,2017-02-09,day,ITD131700028,Art Of Fighters,Wicked Minds,NA,NA,NA,NA,NA,NA
1r0UjPyZx50PkgD3fc9OY1,The scream of Eva - Neon Genesis Evangelion tribute,218917,3,2016-08-04,day,ITD131600198,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4tEa3aLMrKvd4S6mXJOQ5w,The scream of Eva - Neon Genesis Evangelion tribute - Edit,155313,7,2016-08-04,day,ITD131600199,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4okBgFWH1DKb2DaGEh5ynG,Your betrayal,301032,6,2016-03-17,day,ITD131600059,Tommyknocker,Art Of Fighters,NA,NA,NA,NA,NA,NA
5elt4zrCttlvs5VX2UCaEu,Your betrayal - Edit,235994,11,2016-03-17,day,ITD131600060,Tommyknocker,Art Of Fighters,NA,NA,NA,NA,NA,NA
7MB5UbLvLSSD8X8ekBPESh,Hardcore domination,271402,6,2015-10-15,day,ITD131501420,The Melodyst,Art Of Fighters,NA,NA,NA,NA,NA,NA
6AyxAVriGMOiIAgEAwwUWI,Hardcore domination - Edit,168492,6,2015-10-15,day,ITD131501421,The Melodyst,Art Of Fighters,NA,NA,NA,NA,NA,NA
452LgUIcCvZtrGcxOlquU4,Guardians of unlost,290343,1,2015-07-23,day,ITD131501351,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7mjFi9WheIdVZQIZI962Yi,Guardians of unlost - Edit,196077,3,2015-07-23,day,ITD131501352,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7gLjByKJOXqEzmlD00U43D,Words of war,284887,5,2015-02-25,day,ITD131501257,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4vTHAxnCykc9AeDVyVpP0H,Hellfire,315673,1,2015-02-25,day,ITD131501258,Art Of Fighters,Predator,NA,NA,NA,NA,NA,NA
6P8b0JSzF3Kg011ifVUefe,Hear me coming,230119,3,2015-02-25,day,ITD131501270,Art Of Fighters,Meccano Twins,NA,NA,NA,NA,NA,NA
4eLgpkgivk8SKyI0eKuaR2,Words of war - Edit,195184,6,2015-02-25,day,ITD131501262,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1daYPz39YCg5j6ni8lWz29,Hellfire,183412,3,2015-02-25,day,ITD131501259,Art Of Fighters,Predator,NA,NA,NA,NA,NA,NA
6kfucepkaRHQrSFJsG4iHv,Hear me coming - Edit,188998,2,2015-02-25,day,ITD131501271,Art Of Fighters,Meccano Twins,NA,NA,NA,NA,NA,NA
5fMgndOsIbzmdyps7OrvuA,Keep on rocking #TiH,274340,2,2014-07-23,day,ITD131401119,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
24fEmD671ATrq5sNmj3y6q,My drug: the competition,302810,0,2014-07-23,day,ITD131401138,Art Of Fighters,Alien T,NA,NA,NA,NA,NA,NA
6rgw738RRcllXUHwDsE5Nv,Goodbye (See you next time),272506,3,2014-07-23,day,ITD131401135,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1vANRJeR588maYfgU5ZUjb,Keep on rocking #TiH - Edit,176000,2,2014-07-23,day,ITD131401163,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
6lIIO3c4pX9Q4TokxB9M65,My drug: the competition - Edit,205090,2,2014-07-23,day,ITD131401164,Art Of Fighters,Alien T,NA,NA,NA,NA,NA,NA
0A7eYKsh3e9USyn4CSQL0f,Goodbye (See you next time) - Edit,157504,10,2014-07-23,day,ITD131401165,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7iIMWBLZrJaHQTQmeREUb1,Fuck you!,297819,7,2014-06-04,day,ITD131401143,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2nDJlcrhUwJ9qSM1BRLQkF,Fuck you! - Koozah remix,312276,1,2014-06-04,day,ITD131401132,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
11Nlk6eZxdYPzjisFezKVk,"Fuck you! - Detest ""Walk with me in hell"" remix",317999,1,2014-06-04,day,ITD131401133,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7BMPFaqaWwNltb7giBZmFT,Fuck you! - Tapekiller remix,277418,1,2014-06-04,day,ITD131401134,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4zPbTSqu1cx95YxKeRw2MG,Fuck you! - Edit,222967,0,2014-06-04,day,ITD131401144,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2gb8DIZzFBDlU5RKOTVz8o,Fuck you! - Koozah remix - Edit,218042,2,2014-06-04,day,ITD131401145,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0QXESAhwAisc45Ge8XFxNX,"Fuck you! - Detest ""Walk with me in hell"" remix - Edit",227051,2,2014-06-04,day,ITD131401146,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5CqhdnwdJtlyJBmC8dZWbe,Fuck you! - Tapekiller remix - Edit,217075,2,2014-06-04,day,ITD131401147,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4QDhUxOpYl3JpYxVmkC4lE,Resurrection,333054,5,2013-12-09,day,ITD131301001,Art Of Fighters,Mello Bondz,NA,NA,NA,NA,NA,NA
7ap759P66hR9zZ7vzb41n0,Fuck you!,297809,15,2013-12-09,day,ITD131301002,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1giToVRCQVFHGwIM7JKCZh,Rocket,306314,3,2013-12-09,day,ITD131301003,Art Of Fighters,Endymion,Murda,NA,NA,NA,NA,NA
6lQruVOlo5yOJYLtVuO0fG,Electrogod,304716,5,2013-11-01,day,ITD131300970,Meccano Twins,Art Of Fighters,NA,NA,NA,NA,NA,NA
4bpuPBH6gZXKbuEykTTTaO,The dark universe,282550,4,2013-11-01,day,ITD131300971,Meccano Twins,Art Of Fighters,NA,NA,NA,NA,NA,NA
5wTDsGQlU9z9D4gJGrGHv4,Out of control,266604,0,2013-11-01,day,ITD131300972,Meccano Twins,Art Of Fighters,NA,NA,NA,NA,NA,NA
1urLYPGl391ZWjfN6JuFwP,Tears of blood #TiH,272576,5,2013-04-03,day,ITD131200927,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4dSPVPBHVWszjqBlHCers7,Restart the party #TiH,318640,7,2013-04-03,day,ITD131200936,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
66LuKi8U02rXmrIZTvQkQ0,Breath fire,349073,2,2013-04-03,day,ITD131200935,Art Of Fighters,Noize Suppressor,NA,NA,NA,NA,NA,NA
0K2JKs1RSxFXmatF8y66hC,Toxic hotel,301152,4,2012-01-23,day,ITD131100873,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0abGm2PXejYDAOKZiqU6z7,Toxic hotel - Meccano Twins remix,249024,3,2012-01-23,day,ITD131100874,Art Of Fighters,Meccano Twins,NA,NA,NA,NA,NA,NA
4C6v1WuondBhziVrM3QPOh,Freaks,323787,4,2011-09-26,day,ITD131000804,Art Of Fighters,Endymion,NA,NA,NA,NA,NA,NA
5qHjVVVvRmPnxszt1gxw30,Plastic surgery,316927,3,2011-09-26,day,ITD131000803,Art Of Fighters,Endymion,NA,NA,NA,NA,NA,NA
11Em0UvszDc8uH4w10a9G8,God's fury,306118,4,2011-06-03,day,ITD131100825,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0nU48zspBh757xed3zWkfd,Oh my sun,220293,4,2011-06-03,day,ITD131100827,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0P2i3MUr0t28wvdYdIHcxc,Dead end street,291928,3,2011-06-03,day,ITD131100826,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
69L9tETBybdBWE5U4dg5Ab,Symphony of the dead,374107,7,2010-11-02,day,ITD130900781,Art Of Fighters,Nikkita,NA,NA,NA,NA,NA,NA
4YUd0htH3ZF3mRTOcvVFwx,Rock on,309572,7,2010-11-02,day,ITD130900767,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
0NWiEBISqe7ufYxS6au2Vt,Brace for impact,308386,3,2010-11-02,day,ITD130700695,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
4bgqmGXLwZmOxJgrVvTmP6,United by hardness,335205,2,2010-06-04,day,ITD131000780,The Stunned Guys,Art Of Fighters,NA,NA,NA,NA,NA,NA
3SkjrmwHt1TLD9oz9vkIRm,United by hardness - Meccano Twins remix,326872,1,2010-06-04,day,ITD131000781,The Stunned Guys,Art Of Fighters,Meccano Twins,NA,NA,NA,NA,NA
5N21OsNQCqaziERyKA6sgG,Let's get it on,364373,13,2008-07-21,day,ITD130700694,Art Of Fighters,Endymion,NA,NA,NA,NA,NA,NA
7oUwCcuzJb3uhzoKs9L0L6,Party starter,341653,5,2008-07-21,day,ITD130700697,Art Of Fighters,Dj Mad Dog,NA,NA,NA,NA,NA,NA
3n0RL2iuh086nwDMNskKqK,Eternal,314386,3,2008-04-08,day,ITD130700672,The Stunned Guys,Art Of Fighters,NA,NA,NA,NA,NA,NA
3VXdaHQ0CKgcIXnKxe6sdk,Dopenose,262751,2,2008-04-08,day,ITD130700718,The Stunned Guys,Art Of Fighters,NA,NA,NA,NA,NA,NA
6EbscdQdxFFNDWYEFE4wg2,Getting blowed up,250066,3,2008-04-08,day,ITD130700696,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3GHUYl6sOJTW9DurHNC3pC,Rhythm rock shocker,336675,0,2008-04-08,day,ITD130600594,The Stunned Guys,NA,NA,NA,NA,NA,NA,NA
5pnyPhsEiIo0uvK16HbKTF,Artwork - Tha Playah remix,377080,10,2007-12-07,day,ITD130700706,Art Of Fighters,Tha Playah,NA,NA,NA,NA,NA,NA
0IFmHjSS7VnlyhOjL8Z1EE,Hardcore makes the world move - Promo remix,246560,2,2007-12-07,day,ITD130700705,Art Of Fighters,Promo,NA,NA,NA,NA,NA,NA
2jLLWsNhDcEGrwnsmZP9tg,Sinapse - Ophidian remix,265666,4,2007-12-07,day,ITD130700703,Meccano Twins,Ophidian,NA,NA,NA,NA,NA,NA
0tUXBSc9uBGQXywGKmlQ5K,Do or die,348135,13,2007-09-21,day,ITD130700670,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5isDv19KBGVOCpgvb9gnHn,Redemption,298591,17,2007-09-21,day,ITD130600599,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3x48C2OdAR4QcbNl0MfuWz,Vulcano action,317847,2,2007-09-21,day,ITD130600551,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3h3M9K72vw15difYR8qAjK,Game Of Pain,308976,2,2007-09-15,day,ITB220720163,Art Of Fighters,DJ D,NA,NA,NA,NA,NA,NA
41UyoETVzstPlfKL0tL7Ue,Follow me,319400,10,2006-10-18,day,ITD130600591,Art Of Fighters,Tommyknocker,NA,NA,NA,NA,NA,NA
3KYwpE5jkf0EmZXenK1rr0,Bombermen,289712,3,2006-10-18,day,ITD130500517,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
6W1zPIFWfAUa0mEaojEuNV,Sometimes,304488,2,2006-10-18,day,ITD130600602,Tommyknocker,NA,NA,NA,NA,NA,NA,NA
2HQDMOgBMMbJUZk0UDM7Q3,Revenge,301440,6,2006-02-08,day,ITD130500504,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
5DRr8cs9SlKEG86HfMFy0o,Shotgun - AoF reloaded,315937,2,2006-02-08,day,ITD130500503,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
018mTX56V3AJ76HO0UFhg2,I became hardcore - Angerfist rmx,354359,3,2006-02-08,day,ITD130500463,Art Of Fighters,Nico & Tetta,Angerfist,NA,NA,NA,NA,NA
6nw6RVzDtzLUuqbWvbtctv,I'm your enemy,344219,3,2005-09-05,day,ITD130500486,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3ayNXGxPjGcRfVhYNUEn1d,The thousand faces conspiration,247413,4,2005-09-05,day,ITD130500485,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5IhLQBdJVUpiMu6gp1VZmn,System: reload,312695,2,2005-09-05,day,ITD130500484,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5tlIYWxN1zUZFK64hIprR1,Game don't stop,308175,6,2004-09-08,day,ITD130200407,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5qeWHfZ0Z3ay7c5OCYLjGw,Mistake,278712,2,2004-09-08,day,ITD130200408,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5RuXE7TVHhDW1kYvmmVCvl,I became hardcore,389369,2,2003-09-18,day,ITD130300328,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
5aQQqqBd1fJNVlVvau4Ket,Balls breakers,323759,2,2003-09-18,day,ITD130300327,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
2KeuIhR0z0RCZHxkhKD5Hq,Pump motherfuckers,270628,4,2003-09-18,day,ITD130300326,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
0LaPEWhCDcKxgUX1gLnxPy,Earthquake,329540,19,2002-12-03,day,ITD130200227,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2fanpYyIJx05zkivB4EIR2,Bitcrusher,355920,7,2002-12-03,day,ITD130200226,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
44kOhBpYvNu7cqnT2jTVCM,Release 7.0,268589,3,2002-12-03,day,ITD130200225,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
3LoczaBQgmZ1gHavIbZjo1,Sin = Art,273955,3,2002-10-04,day,ITD130200215,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
65Cw2eVi7E9HAM1iwFkl1x,Release 6.0,360646,0,2002-10-04,day,ITD130200214,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
38uOFTkOJWFfztmBz2RtCz,Pussy lovers,390644,8,2002-04-11,day,ITD130200193,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
6VLl8Iso1RKONvXm6oX1BM,Digital shampoo,237562,20,2002-04-11,day,ITD130200192,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
5DG5kKppLlwS7lMCpMnP7w,Release 5.0,239242,3,2002-04-11,day,ITD130200191,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1A72J5mdNrUZU29ykEZrxk,Try to be still,276847,1,2001-09-10,day,ITD130200122,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
13t8o70TGiwLGEbfUJhfdJ,Alleluja motherfuckers,246342,3,2001-09-10,day,ITD130200121,Nico & Tetta,NA,NA,NA,NA,NA,NA,NA
0JEBXPAd3s05yJtIftro4p,Shotgun,276953,4,2001-09-10,day,ITD130200120,Art Of Fighters,Nico & Tetta,NA,NA,NA,NA,NA,NA
0qsS7OuTkcvABsi6KXKD5t,Release 4.0,250744,1,2001-09-10,day,ITD130200119,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
6lK9JQsXKOtpzMuX06vlpR,Artwork,313346,20,2001-02-20,day,ITD130200098,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
7bXekr1ZR9j2gszCSz5Bsg,Too strange,252653,3,2001-02-20,day,ITD130200097,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1226tGUouW4gwpExYbqRhw,Underconstruction,255520,3,2001-02-20,day,ITD130200096,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2bJ5aFJRe5x0fIO4pEUqAV,Release 3.1,264733,2,2001-02-20,day,ITD130200095,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1U8WmG3j01pPxKeqkiElWO,The beat can't change,298586,7,1999-12-10,day,ITD130200075,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
2T4CelrS27a5MXIgQvTjJp,Harmful art,261453,2,1999-12-10,day,ITD130200074,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
6rvWgZGMlKGjTSNc0ztLr1,Hardcore makes the world move,316533,3,1999-12-10,day,ITD130200073,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
1NSjVYeiSwW0MlG6yWyQCX,Release 2.0,257986,2,1999-12-10,day,ITD130200072,Art Of Fighters,NA,NA,NA,NA,NA,NA,NA
36hz3amhSLZNJ6DMpUYFZV,Intro - Hard Bass 2018 Liveset,44869,2,2018-03-21,day,NLH2L1800035,Adaro,NA,NA,NA,NA,NA,NA,NA
5X0JQltTtRq1T4q6Fz8pDK,Black Rain (Official Hard Bass 2018 Anthem) - Hard Bass 2018 Liveset,266414,6,2018-03-21,day,NLH2L1700348,Adaro,E-Life,NA,NA,NA,NA,NA,NA
4U9pF6R6lY4tcsAnWcCpfh,Disruption - Hard Bass 2018 Liveset,124479,7,2018-03-21,day,NLH3Q1800176,Adaro,Jack Of Sound,NA,NA,NA,NA,NA,NA
6canuePQNckfVcD9NCxpv0,The Haunter Of The Dark (Kick Edit) - Hard Bass 2018 Liveset,169978,6,2018-03-21,day,NLS761800080,Adaro,NA,NA,NA,NA,NA,NA,NA
6DDSAsPHueX1u3fw6xzkl3,The Voice Of Fire - Hard Bass 2018 Liveset,96039,9,2018-03-21,day,NLH3Q1800178,Adaro,NA,NA,NA,NA,NA,NA,NA
3mhQhNDw3HRODWYmQ72KIF,Greta Is Great (Adaro Remix) - Hard Bass 2018 Liveset,189414,4,2018-03-21,day,ITB841800164,Activator,Natski,Adaro,NA,NA,NA,NA,NA
560CmnXn0voGYYX8VNNclI,The Sky Is The Limit - Hard Bass 2018 Liveset,219911,4,2018-03-21,day,NLH3Q1800179,Adaro,NA,NA,NA,NA,NA,NA,NA
66r7AvGYeHA5zuCTl2Bx2N,GODD (Adaro Remix) - Hard Bass 2018 Liveset,142383,3,2018-03-21,day,NLE801800161,Marco V,Adaro,NA,NA,NA,NA,NA,NA
